strain	bacteria	date	country	location	host	isolation_source	clade_membership	Bioproject	BioSample	Assembly	AssemblyStatus	coverage	contig_count	latitude	longitude	checkm_completeness	checkm_contamination	data_origin	sample_type	Dataset_busco	Complete_busco	Single_busco	Duplicated_busco	Fragmented_busco	Missing_busco	n_markers_busco	Translation table_busco	Scaffold N50_busco	Contigs N50_busco	Percent gaps_busco	Number of scaffolds_busco
A4615.fna	Bacillus anthracis	2010-XX-XX	United Kingdom	Maidstone	Homo sapiens	Skin	A.Br.169	PRJNA514245	SAMN03565994	GCA_029701645.1	Contig	114	43	51.16	-0.31	99.43	0.86	clinical	NCBI	bacillus_odb12	99.4	97.3	2.1	0.5	0.1	778	11	601306	601306	0.000%	43
A4616.fna	Bacillus anthracis	2010-XX-XX	United Kingdom	Livingston	Homo sapiens	Skin	A.Br.169	PRJNA514245	SAMN03565995	GCA_029701665.1	Contig	71	43	55.54	-3.31	99.43	0.29	clinical	NCBI	bacillus_odb12	99.4	97.7	1.7	0.5	0.1	778	11	601308	601308	0.000%	43
A4617.fna	Bacillus anthracis	2010-XX-XX	United Kingdom	Paisley	Homo sapiens	Skin	A.Br.169	PRJNA514245	SAMN03565996	GCA_029701605.1	Contig	65	45	55.5	-4.26	99.43	0.29	clinical	NCBI	bacillus_odb12	99.4	98.3	1	0.5	0.1	778	11	601363	601363	0.000%	45
A4618.fna	Bacillus anthracis	2010-XX-XX	United Kingdom	Glasgow	Homo sapiens	Blood	A.Br.169	PRJNA514245	SAMN03565978	GCA_029701965.1	Contig	81	44	55.51	-4.15	99.43	0.86	clinical	NCBI	bacillus_odb12	99.4	98.1	1.3	0.5	0.1	778	11	601287	601287	0.000%	37
A4619.fna	Bacillus anthracis	2012-XX-XX	United Kingdom	Blackpool	Homo sapiens	Skin	A.Br.171	PRJNA514245	SAMN03565997	GCA_029701585.1	Contig	43	128	53.49	-3.2	99.43	0.86	clinical	NCBI	bacillus_odb12	99.4	97.9	1.4	0.5	0.1	778	11	94905	94905	0.000%	128
A4620.fna	Bacillus anthracis	2012-XX-XX	United Kingdom	Blackpool	Homo sapiens	Blood	A.Br.171	PRJNA514245	SAMN03565998	GCA_029701545.1	Contig	52	168	53.49	-3.2	99.43	0.86	clinical	NCBI	bacillus_odb12	99.4	97.4	1.9	0.5	0.1	778	11	66403	66403	0.000%	168
A4621.fna	Bacillus anthracis	2013-XX-XX	United Kingdom	Gorleston	Homo sapiens	Blood	A.Br.171	PRJNA514245	SAMN03565999	GCA_029701525.1	Contig	47	157	52.34	1.44	99.43	0.86	clinical	NCBI	bacillus_odb12	99.2	97.7	1.5	0.6	0.1	778	11	84378	84378	0.000%	149
A4622.fna	Bacillus anthracis	2013-XX-XX	United Kingdom	Gorleston	Homo sapiens	Blood	A.Br.171	PRJNA514245	SAMN03566000	GCA_029701565.1	Contig	61	83	52.34	1.44	99.43	0.86	clinical	NCBI	bacillus_odb12	99.4	97.4	1.9	0.5	0.1	778	11	153426	153426	0.000%	83
A4623.fna	Bacillus anthracis	2013-XX-XX	United Kingdom	Glasgow	Homo sapiens	Blood	A.Br.171	PRJNA514245	SAMN03566001	GCA_029701485.1	Contig	57	97	55.51	-4.15	99.43	0.86	clinical	NCBI	bacillus_odb12	99.4	97.6	1.8	0.5	0.1	778	11	142122	142122	0.000%	97
A4624.fna	Bacillus anthracis	2012-XX-XX	United Kingdom	Blackpool	Homo sapiens	Blood	A.Br.171	PRJNA514245	SAMN03566002	GCA_029701505.1	Contig	40	74	53.49	-3.2	99.43	0.86	clinical	NCBI	bacillus_odb12	99.4	98.1	1.3	0.5	0.1	778	11	165672	165672	0.000%	74
A49.fna	Bacillus anthracis	20XX-XX-XX	Germany	Giessen			A.Br.127_(Pasteur)	PRJNA695105	SAMN13164730	GCA_022221065.1	Complete	81	3	50.5862066	8.6742306	99.43	0.29	unknown	NCBI	bacillus_odb12	99.1	98.3	0.8	0.5	0.4	778	11	5203814	5203814	0.000%	3
A5.fna	Bacillus anthracis	1975-XX-XX	South Africa	Kruger National Park		Soil	B.Br.001	PRJNA514245	SAMN15402702	GCA_029695405.1	Contig	276	56	-23.9316231	31.5048950217197	99.43	6.47	environment	NCBI	bacillus_odb12	99.2	92	7.2	0.4	0.4	778	11	288192	288192	0.000%	56
A8.fna	Bacillus anthracis	1975-XX-XX	South Africa	Kruger National Park		Soil	B.Br.001	PRJNA514245	SAMN15402703	GCA_029695465.1	Contig	221	57	-23.9316231	31.5048950217197	99.43	3.27	environment	NCBI	bacillus_odb12	99	94.9	4.1	0.6	0.4	778	11	263024	263024	0.000%	57
A87.fna	Bacillus anthracis	1951-XX-XX	Germany	Giessen			A.Br.127_(Pasteur)	PRJNA695105	SAMN13164731	GCA_022220645.1	Complete	87	3	50.5862066	8.6742306	99.43	0.29	unknown	NCBI	bacillus_odb12	99.2	98.5	0.8	0.6	0.1	778	11	5229688	5229688	0.000%	3
AF039.fna	Bacillus anthracis	20XX-XX-XX	Zimbabwe	Zimbabwe		Soil	B.Br.011_(KrugerB)	PRJNA695105	SAMN18241463	GCA_022221305.1	Complete	92	3	-18.4554963	29.7468414	99.43	0.29	environment	NCBI	bacillus_odb12	99.2	98.6	0.6	0.4	0.4	778	11	5209654	5209654	0.000%	3
AF256.fna	Bacillus anthracis	2009-XX-XX	Namibia	Mariental	Bos sp.		A.Br.110									99.05	1.45	unknown	this study	bacillus_odb12	91	90.4	0.6	7.1	1.9	778	11	8357	8344	0.005%	2715
Akita-80.fna	Bacillus anthracis	1980-XX-XX	Japan	Akita			A.Br.085	PRJNA514245	SAMD00115661	GCA_029702695.1	Contig	204	359	39.6898802	140.342608	99.43	0.86	unknown	NCBI	bacillus_odb12	99.2	97.3	1.9	0.6	0.1	778	11	33678	33678	0.000%	359
Ames_1981.fna	Bacillus anthracis	1981-XX-XX	USA	Texas	Bos taurus		A.Br.001	PRJNA238045	SAMN03201418	GCA_000833065.1	Complete	351	3	31.2638905	-98.5456116	99.43	0.29	clinical	NCBI	bacillus_odb12	99.2	98.5	0.8	0.6	0.1	778	11	5227467	5227467	0.000%	3
Ames_2003.fna	Bacillus anthracis	20XX-XX-XX					A.Br.001	PRJNA309	SAMN02603432	GCA_000007845.1	Complete		1			99.43	0.29	unknown	NCBI	bacillus_odb12	99.2	98.5	0.8	0.6	0.1	778	11	5227293	5227293	0.000%	1
Ames-Ancestor.fna.ref	Bacillus anthracis	20XX-XX-XX					A.Br.001	PRJNA10784	SAMN02603433	GCA_000008445.1	Complete		3			99.43	0.29	unknown	NCBI												
AN16-06_B.fna	Bacillus anthracis	2017-04-29	Tanzania	Tanzania	Ovis aries	Carcass	A.Br.038	PRJNA514245	SAMEA8914677	GCA_029699285.1	Contig	151	50	-6.5247123	35.7878438	99.43	0.86	clinical	NCBI	bacillus_odb12	99.4	97.7	1.7	0.5	0.1	778	11	1161982	1161982	0.000%	50
AN16-109_D1.fna	Bacillus anthracis	2016-07-18	Tanzania	Tanzania	Capra hircus	Carcass	A.Br.038	PRJNA514245	SAMEA8914720	GCA_029698685.1	Contig	96	77	-6.5247123	35.7878438	99.43	1.01	clinical	NCBI	bacillus_odb12	99.2	98.3	0.9	0.6	0.1	778	11	231863	231863	0.000%	77
AN16-110_S.fna	Bacillus anthracis	2016-06-30	Tanzania	Tanzania	Capra hircus	Carcass	A.Br.038	PRJNA514245	SAMEA8914681	GCA_029696885.1	Contig	111	75	-6.5247123	35.7878438	99.43	0.86	clinical	NCBI	bacillus_odb12	99.4	98.2	1.2	0.5	0.1	778	11	290882	290882	0.000%	75
AN16-120_B.fna	Bacillus anthracis	2016-07-23	Tanzania	Tanzania	Ovis aries	Carcass	A.Br.038	PRJNA514245	SAMEA8914722	GCA_029698785.1	Contig	36	152	-6.5247123	35.7878438	99.43	0.86	clinical	NCBI	bacillus_odb12	99.2	98.1	1.2	0.6	0.1	778	11	76884	76884	0.000%	152
AN16-120_S1.fna	Bacillus anthracis	2016-07-23	Tanzania	Tanzania	Ovis aries	Carcass	A.Br.038	PRJNA514245	SAMEA8914723	GCA_029698705.1	Contig	113	52	-6.5247123	35.7878438	99.43	0.86	clinical	NCBI	bacillus_odb12	99.4	97.6	1.8	0.5	0.1	778	11	769338	769338	0.000%	52
AN16-122_S.fna	Bacillus anthracis	2017-01-20	Tanzania	Tanzania	Ovis aries	Carcass	A.Br.038	PRJNA514245	SAMEA8914725	GCA_029698665.1	Contig	141	62	-6.5247123	35.7878438	99.43	0.86	clinical	NCBI	bacillus_odb12	99.4	98.3	1	0.5	0.1	778	11	586884	586884	0.000%	62
AN16-122_T1.fna	Bacillus anthracis	2017-01-20	Tanzania	Tanzania	Ovis aries	Carcass	A.Br.038	PRJNA514245	SAMEA8914726	GCA_029698645.1	Contig	119	54	-6.5247123	35.7878438	99.43	0.86	clinical	NCBI	bacillus_odb12	99.4	98.1	1.3	0.5	0.1	778	11	596335	596335	0.000%	54
AN16-122_T2.fna	Bacillus anthracis	2017-01-20	Tanzania	Tanzania	Ovis aries	Carcass	A.Br.038	PRJNA514245	SAMEA8914727	GCA_029698725.1	Contig	147	54	-6.5247123	35.7878438	99.43	0.86	clinical	NCBI	bacillus_odb12	99.4	97.4	1.9	0.5	0.1	778	11	895373	895373	0.000%	54
AN16-128_bead.fna	Bacillus anthracis	2016-08-19	Tanzania	Tanzania	Ovis aries	Carcass	A.Br.038	PRJNA514245	SAMN32614565	GCA_029693445.1	Contig	59	40	-2.99792	35.084373	99.43	0.35	clinical	NCBI	bacillus_odb12	99.4	97.4	1.9	0.5	0.1	778	11	936528	936528	0.000%	40
AN16-128_D.fna	Bacillus anthracis	2016-08-19	Tanzania	Tanzania	Ovis aries	Carcass	A.Br.038	PRJNA514245	SAMEA8914683	GCA_029699245.1	Contig	32	260	-6.5247123	35.7878438	99.43	0.29	clinical	NCBI	bacillus_odb12	98.3	97.2	1.2	1.4	0.3	778	11	44676	44676	0.000%	260
AN16-132_bead.fna	Bacillus anthracis	2017-03-21	Tanzania	Tanzania	Bos indicus	Carcass	A.Br.038	PRJNA514245	SAMN32614566	GCA_029692965.1	Contig	97	34	-3.189766	35.243246	99.43	0.29	clinical	NCBI	bacillus_odb12	99.4	97.6	1.8	0.5	0.1	778	11	1769853	1769853	0.000%	33
AN16-132_I.fna	Bacillus anthracis	2017-03-21	Tanzania	Tanzania	Bos indicus	Carcass	A.Br.038	PRJNA514245	SAMEA8914684	GCA_029699225.1	Contig	39	64	-6.5247123	35.7878438	99.43	0.86	clinical	NCBI	bacillus_odb12	99.4	98.1	1.3	0.5	0.1	778	11	238177	238177	0.000%	64
AN16-135_I.fna	Bacillus anthracis	2016-10-20	Tanzania	Tanzania	Ovis aries	Carcass	A.Br.038	PRJNA514245	SAMEA8914686	GCA_029699205.1	Contig	96	53	-6.5247123	35.7878438	99.43	0.86	clinical	NCBI	bacillus_odb12	99.4	98.2	1.2	0.5	0.1	778	11	687698	687698	0.000%	53
AN16-135_S.fna	Bacillus anthracis	2016-10-20	Tanzania	Tanzania	Ovis aries	Carcass	A.Br.038	PRJNA514245	SAMEA8914687	GCA_029699185.1	Contig	97	183	-6.5247123	35.7878438	99.43	1.44	clinical	NCBI	bacillus_odb12	99	97.8	1.2	0.9	0.1	778	11	66105	66105	0.000%	183
AN16-135_T1.fna	Bacillus anthracis	2016-10-20	Tanzania	Tanzania	Ovis aries	Carcass	A.Br.038	PRJNA514245	SAMEA8914688	GCA_029699265.1	Contig	123	54	-6.5247123	35.7878438	99.43	0.86	clinical	NCBI	bacillus_odb12	99.4	98.3	1	0.5	0.1	778	11	586961	586961	0.000%	54
AN16-14_bead.fna	Bacillus anthracis	2016-09-16	Tanzania	Tanzania	Bos indicus	Carcass	A.Br.038	PRJNA514245	SAMN32614567	GCA_029692945.1	Contig	70	33	-3.038225	35.01837	99.43	0.86	clinical	NCBI	bacillus_odb12	99.4	97	2.3	0.5	0.1	778	11	1769857	1769857	0.000%	33
AN16-14_D1.fna	Bacillus anthracis	2016-09-16	Tanzania	Tanzania	Bos indicus	Carcass	A.Br.038	PRJNA514245	SAMEA8914690	GCA_029699165.1	Contig	219	55	-6.5247123	35.7878438	99.43	0.86	clinical	NCBI	bacillus_odb12	99.4	97.6	1.8	0.5	0.1	778	11	869088	869088	0.000%	55
AN16-14_D2.fna	Bacillus anthracis	2016-09-16	Tanzania	Tanzania	Bos indicus	Carcass	A.Br.038	PRJNA514245	SAMEA8914691	GCA_029699145.1	Contig	126	147	-6.5247123	35.7878438	99.43	0.86	clinical	NCBI	bacillus_odb12	99.4	98.5	0.9	0.5	0.1	778	11	142222	142222	0.000%	147
AN16-14_S1.fna	Bacillus anthracis	2016-09-16	Tanzania	Tanzania	Bos indicus	Carcass	A.Br.038	PRJNA514245	SAMEA8914692	GCA_029699085.1	Contig	41	226	-6.5247123	35.7878438	99.43	0.29	clinical	NCBI	bacillus_odb12	99	97.6	1.4	0.8	0.3	778	11	75707	75707	0.000%	226
AN16-14_S2.fna	Bacillus anthracis	2016-09-16	Tanzania	Tanzania	Bos indicus	Carcass	A.Br.038	PRJNA514245	SAMEA8914693	GCA_029699115.1	Contig	110	53	-6.5247123	35.7878438	99.43	0.86	clinical	NCBI	bacillus_odb12	99.4	97.3	2.1	0.5	0.1	778	11	378488	378488	0.000%	53
AN16-144_bead.fna	Bacillus anthracis	2016-10-18	Tanzania	Tanzania	Ovis aries	Carcass	A.Br.038	PRJNA514245	SAMN32614568	GCA_029693485.1	Contig	80	34	-2.5533	35.19708	99.43	0.86	clinical	NCBI	bacillus_odb12	99.4	97	2.3	0.5	0.1	778	11	936531	936531	0.000%	34
AN16-155_S.fna	Bacillus anthracis	2016-11-26	Tanzania	Tanzania	Ovis aries	Carcass	A.Br.038	PRJNA514245	SAMEA8914737	GCA_029698425.1	Contig	200	73	-6.5247123	35.7878438	99.43	0.86	clinical	NCBI	bacillus_odb12	99.4	98.2	1.2	0.5	0.1	778	11	263086	263086	0.000%	73
AN16-160_2bead.fna	Bacillus anthracis	2016-11-26	Tanzania	Tanzania	Bos indicus	Carcass	A.Br.038	PRJNA514245	SAMN32614569	GCA_029693425.1	Contig	69	36	-3.29372	35.03663	99.43	0.86	clinical	NCBI	bacillus_odb12	99.4	97.8	1.5	0.5	0.1	778	11	937893	937893	0.000%	36
AN16-160_D1.fna	Bacillus anthracis	2016-11-26	Tanzania	Tanzania	Bos indicus	Carcass	A.Br.038	PRJNA514245	SAMEA8914738	GCA_029698465.1	Contig	288	52	-6.5247123	35.7878438	99.43	0.86	clinical	NCBI	bacillus_odb12	99.4	97.6	1.8	0.5	0.1	778	11	587171	587171	0.000%	52
AN16-160_D2.fna	Bacillus anthracis	2016-11-26	Tanzania	Tanzania	Bos indicus	Carcass	A.Br.038	PRJNA514245	SAMEA8914739	GCA_029698445.1	Contig	112	59	-6.5247123	35.7878438	99.43	0.86	clinical	NCBI	bacillus_odb12	99.4	98.3	1	0.5	0.1	778	11	460418	460418	0.000%	59
AN16-164_S1.fna	Bacillus anthracis	2017-01-25	Tanzania	Tanzania	Ovis aries	Carcass	A.Br.038	PRJNA514245	SAMEA8914695	GCA_029699105.1	Contig	139	52	-6.5247123	35.7878438	99.43	0.86	clinical	NCBI	bacillus_odb12	99.4	97.9	1.4	0.5	0.1	778	11	1158621	1158621	0.000%	52
AN16-164_S3.fna	Bacillus anthracis	2017-01-25	Tanzania	Tanzania	Ovis aries	Carcass	A.Br.038	PRJNA514245	SAMEA8914697	GCA_029699065.1	Contig	86	91	-6.5247123	35.7878438	99.43	0.86	clinical	NCBI	bacillus_odb12	99.2	98.1	1.2	0.6	0.1	778	11	148612	148612	0.000%	91
AN16-165_S.fna	Bacillus anthracis	2017-01-26	Tanzania	Tanzania	Ovis aries	Carcass	A.Br.038	PRJNA514245	SAMEA8914730	GCA_029698585.1	Contig	126	50	-6.5247123	35.7878438	99.43	0.86	clinical	NCBI	bacillus_odb12	99.4	97.6	1.8	0.5	0.1	778	11	1161944	1161944	0.000%	50
AN16-169_bead.fna	Bacillus anthracis	2016-12-13	Tanzania	Tanzania	Ovis aries	Carcass	A.Br.038	PRJNA514245	SAMN32614570	GCA_029693585.1	Contig	89	38	-2.833193	35.538847	99.43	0.86	clinical	NCBI	bacillus_odb12	99.4	97.4	1.9	0.5	0.1	778	11	936531	936531	0.000%	38
AN16-169_S.fna	Bacillus anthracis	2016-12-13	Tanzania	Tanzania	Ovis aries	Carcass	A.Br.038	PRJNA514245	SAMEA8914728	GCA_029698605.1	Contig	194	62	-6.5247123	35.7878438	99.43	0.86	clinical	NCBI	bacillus_odb12	99.4	97.6	1.8	0.5	0.1	778	11	586961	586961	0.000%	62
AN16-169_T.fna	Bacillus anthracis	2016-12-13	Tanzania	Tanzania	Ovis aries	Carcass	A.Br.038	PRJNA514245	SAMEA8914729	GCA_029698625.1	Contig	264	78	-6.5247123	35.7878438	99.43	0.48	clinical	NCBI	bacillus_odb12	99.4	97.4	1.9	0.5	0.1	778	11	273553	273553	0.000%	78
AN16-171_B.fna	Bacillus anthracis	2016-12-14	Tanzania	Tanzania	Ovis aries	Carcass	A.Br.038	PRJNA514245	SAMEA8914745	GCA_029698365.1	Contig	83	44	-6.5247123	35.7878438	99.43	0.67	clinical	NCBI	bacillus_odb12	99.4	98.2	1.2	0.5	0.1	778	11	663206	663206	0.000%	44
AN16-175_T.fna	Bacillus anthracis	2017-04-30	Tanzania	Tanzania	Ovis aries	Carcass	A.Br.038	PRJNA514245	SAMEA8914719	GCA_029698745.1	Contig	71	43	-6.5247123	35.7878438	99.43	0.29	clinical	NCBI	bacillus_odb12	99.4	97.6	1.8	0.5	0.1	778	11	712509	712509	0.000%	43
AN16-23_B.fna	Bacillus anthracis	2016-09-16	Tanzania	Tanzania	Bos indicus	Carcass	A.Br.038	PRJNA514245	SAMEA8914698	GCA_029699045.1	Contig	65	235	-6.5247123	35.7878438	99.43	0.67	clinical	NCBI	bacillus_odb12	99.1	98.2	0.9	0.8	0.1	778	11	57355	57355	0.000%	235
AN16-23_D2.fna	Bacillus anthracis	2016-09-16	Tanzania	Tanzania	Bos indicus	Carcass	A.Br.038	PRJNA514245	SAMEA8914700	GCA_029699025.1	Contig	197	72	-6.5247123	35.7878438	99.43	0.86	clinical	NCBI	bacillus_odb12	99.4	98.3	1	0.5	0.1	778	11	263086	263086	0.000%	72
AN16-23_D3.fna	Bacillus anthracis	2016-09-16	Tanzania	Tanzania	Bos indicus	Carcass	A.Br.038	PRJNA514245	SAMEA8914701	GCA_029699005.1	Contig	52	187	-6.5247123	35.7878438	99.43	0.86	clinical	NCBI	bacillus_odb12	99.4	98.2	1.2	0.5	0.1	778	11	92735	92735	0.000%	187
AN16-24_T.fna	Bacillus anthracis	2016-09-16	Tanzania 	Ngorongoro Conservation Area	Bos indicus	tissue sample		DAOIOJ01	SAMEA8914705	GCA_029698985.1	Contig	130	51					clinical	NCBI	bacillus_odb12	99.4	98.6	0.8	0.5	0.1	778	11	5226989	482701	1.018%	3
AN16-77_T.fna	Bacillus anthracis	2016-10-09	Tanzania	Tanzania	Ovis aries	Carcass	A.Br.038	PRJNA514245	SAMEA8914731	GCA_029698565.1	Contig	236	55	-6.5247123	35.7878438	99.43	0.86	clinical	NCBI	bacillus_odb12	99.4	97	2.3	0.5	0.1	778	11	586961	586961	0.000%	55
AN16-80_D.fna	Bacillus anthracis	2016-05-10	Tanzania	Tanzania	Ovis aries	Carcass	A.Br.038	PRJNA514245	SAMEA8914706	GCA_029698965.1	Contig	126	56	-6.5247123	35.7878438	99.43	0.86	clinical	NCBI	bacillus_odb12	99.4	97.6	1.8	0.5	0.1	778	11	1161979	1161979	0.000%	56
AN16-80_I1.fna	Bacillus anthracis	2016-05-10	Tanzania	Tanzania	Ovis aries	Carcass	A.Br.038	PRJNA514245	SAMEA8914707	GCA_029698925.1	Contig	233	55	-6.5247123	35.7878438	99.43	0.86	clinical	NCBI	bacillus_odb12	99.4	97.4	1.9	0.5	0.1	778	11	367622	367622	0.000%	55
AN16-80_S.fna	Bacillus anthracis	2016-05-10	Tanzania	Tanzania	Ovis aries	Carcass	A.Br.038	PRJNA514245	SAMEA8914709	GCA_029698945.1	Contig	41	472	-6.5247123	35.7878438	99.43	1.44	clinical	NCBI	bacillus_odb12	98.1	97.2	0.9	1.4	0.5	778	11	38145	38145	0.000%	462
AN16-83_B.fna	Bacillus anthracis	2016-08-20	Tanzania	Tanzania	Ovis aries	Carcass	A.Br.038	PRJNA514245	SAMEA8914746	GCA_029698305.1	Contig	38	111	-6.5247123	35.7878438	99.43	0.47	clinical	NCBI	bacillus_odb12	98.7	97.4	1.3	1	0.3	778	11	114324	114324	0.000%	102
AN16-83_bead1.fna	Bacillus anthracis	2016-08-20	Tanzania	Tanzania	Ovis aries	Carcass	A.Br.038	PRJNA514245	SAMN32614572	GCA_029693005.1	Contig	68	40	-6.5247123	35.7878438	99.43	0.29	clinical	NCBI	bacillus_odb12	99.4	97.4	1.9	0.5	0.1	778	11	937814	937814	0.000%	40
AN16-83_bead2.fna	Bacillus anthracis	2016-08-20	Tanzania	Tanzania	Ovis aries	Carcass	A.Br.038	PRJNA514245	SAMN32614571	GCA_029693545.1	Contig	75	37	-6.5247123	35.7878438	99.43	1.5	clinical	NCBI	bacillus_odb12	99.4	97.6	1.8	0.5	0.1	778	11	1161982	1161982	0.000%	37
AN16-83_D.fna	Bacillus anthracis	2016-08-20	Tanzania	Tanzania	Ovis aries	Carcass	A.Br.038	PRJNA514245	SAMEA8914747	GCA_029698285.1	Contig	81	46	-6.5247123	35.7878438	99.43	0.86	clinical	NCBI	bacillus_odb12	99.4	98.6	0.8	0.5	0.1	778	11	899347	899347	0.000%	34
AN16-83_T1.fna	Bacillus anthracis	2016-08-20	Tanzania	Tanzania	Ovis aries	Carcass	A.Br.038	PRJNA514245	SAMEA8914748	GCA_029698245.1	Contig	192	75	-6.5247123	35.7878438	99.43	0.86	clinical	NCBI	bacillus_odb12	99.4	97.3	2.1	0.5	0.1	778	11	586880	586880	0.000%	75
AN16-83_T2.fna	Bacillus anthracis	2016-08-20	Tanzania	Tanzania	Ovis aries	Carcass	A.Br.038	PRJNA514245	SAMEA8914749	GCA_029698265.1	Contig	143	64	-6.5247123	35.7878438	99.43	0.86	clinical	NCBI	bacillus_odb12	99.4	97.9	1.4	0.5	0.1	778	11	266538	266538	0.000%	64
AN16-86-1_T.fna	Bacillus anthracis	2016-09-29	Tanzania	Tanzania	Ovis aries	Carcass	A.Br.038	PRJNA514245	SAMEA8914732	GCA_029698545.1	Contig	71	71	-6.5247123	35.7878438	99.43	0.86	clinical	NCBI	bacillus_odb12	99.4	98.1	1.3	0.5	0.1	778	11	263279	263279	0.000%	71
AN16-88_D.fna	Bacillus anthracis	2016-05-09	Tanzania	Tanzania	Ovis aries	Carcass	A.Br.038	PRJNA514245	SAMEA8914710	GCA_029698905.1	Contig	106	47	-6.5247123	35.7878438	99.43	0.29	clinical	NCBI	bacillus_odb12	99.4	98.5	0.9	0.5	0.1	778	11	700977	700977	0.000%	47
AN17-01-A_B.fna	Bacillus anthracis	2017-04-30	Tanzania	Tanzania	Capra hircus	Carcass	A.Br.038	PRJNA514245	SAMEA8914711	GCA_029698885.1	Contig	100	92	-6.5247123	35.7878438	99.43	3.45	clinical	NCBI	bacillus_odb12	99.2	98.1	1.2	0.6	0.1	778	11	467477	467477	0.000%	92
AN17-01-A_S.fna	Bacillus anthracis	2017-04-30	Tanzania	Tanzania	Capra hircus	Carcass	A.Br.038	PRJNA514245	SAMEA8914712	GCA_029698845.1	Contig	176	61	-6.5247123	35.7878438	99.43	0.86	clinical	NCBI	bacillus_odb12	99.4	98.2	1.2	0.5	0.1	778	11	404164	404164	0.000%	61
AN17-13_S.fna	Bacillus anthracis	2017-05-20	Tanzania	Tanzania	Ovis aries	Carcass	A.Br.038	PRJNA514245	SAMN32614573	GCA_029693565.1	Contig	74	40	-6.5247123	35.7878438	99.43	0.86	clinical	NCBI	bacillus_odb12	99.4	97.3	2.1	0.5	0.1	778	11	937894	937894	0.000%	40
AN17-14_S1.fna	Bacillus anthracis	2017-05-25	Tanzania	Tanzania	Ovis aries	Carcass	A.Br.038	PRJNA514245	SAMN32614575	GCA_029693525.1	Contig	76	36	-3.00427	35.17303	99.43	0.86	clinical	NCBI	bacillus_odb12	99.4	97.4	1.9	0.5	0.1	778	11	1161983	1161983	0.000%	36
AN17-14_S2.fna	Bacillus anthracis	2017-05-25	Tanzania	Tanzania	Ovis aries	Carcass	A.Br.038	PRJNA514245	SAMN32614576	GCA_029693505.1	Contig	60	39	-3.00427	35.17303	99.43	1.44	clinical	NCBI	bacillus_odb12	99.4	97.6	1.8	0.5	0.1	778	11	1198924	1198924	0.000%	39
AN17-14_S3.fna	Bacillus anthracis	2017-05-25	Tanzania	Tanzania	Ovis aries	Carcass	A.Br.038	PRJNA514245	SAMN32614577	GCA_029693465.1	Contig	81	38	-3.00427	35.17303	99.43	0.86	clinical	NCBI	bacillus_odb12	99.4	97.3	2.1	0.5	0.1	778	11	1769852	1769852	0.000%	38
AN17-14_S4.fna	Bacillus anthracis	2017-05-25	Tanzania	Tanzania	Ovis aries	Carcass	A.Br.038	PRJNA918617	SAMN32614574	GCA_029636705.1	Complete	450	3	-3.00427	35.17303	99.43	0.29	clinical	NCBI	bacillus_odb12	99.4	98.6	0.8	0.5	0.1	778	11	5219477	5219477	0.000%	3
AN17-18_I.fna	Bacillus anthracis	2017-02-20	Tanzania	Tanzania	Equus asinus	Carcass	A.Br.038	PRJNA514245	SAMEA8914733	GCA_029698525.1	Contig	78	59	-6.5247123	35.7878438	99.43	0.86	clinical	NCBI	bacillus_odb12	99.1	97.8	1.3	0.8	0.1	778	11	335739	335739	0.000%	59
AN17-18_S.fna	Bacillus anthracis	2017-02-20	Tanzania	Tanzania	Equus asinus	Carcass	A.Br.038	PRJNA514245	SAMEA8914734	GCA_029698505.1	Contig	77	94	-6.5247123	35.7878438	99.43	0.29	clinical	NCBI	bacillus_odb12	99.2	98.2	1	0.6	0.1	778	11	374898	374898	0.000%	94
AN17-20_S.fna	Bacillus anthracis	2017-02-23	Tanzania	Tanzania	Ovis aries	Carcass	A.Br.038	PRJNA514245	SAMEA8914735	GCA_029698485.1	Contig	128	123	-6.5247123	35.7878438	99.43	3.38	clinical	NCBI	bacillus_odb12	99.4	97.8	1.5	0.5	0.1	778	11	1161983	1161983	0.000%	123
AN17-221_bead.fna	Bacillus anthracis	2017-08-26	Tanzania	Tanzania	Ovis aries	Carcass	A.Br.038	PRJNA514245	SAMN32614578	GCA_029693085.1	Contig	84	35	-2.98502166	35.19609667	99.43	0.86	clinical	NCBI	bacillus_odb12	99.4	97.4	1.9	0.5	0.1	778	11	1198924	1198924	0.000%	35
AN17-338_1.fna	Bacillus anthracis	2017-12-18	Tanzania	Tanzania	Connochaetes taurinus	Carcass	A.Br.038	PRJNA514245	SAMN32614579	GCA_029693045.1	Contig	158	47	-6.5247123	35.7878438	99.43	0.86	clinical	NCBI	bacillus_odb12	99.4	97	2.3	0.5	0.1	778	11	869125	869125	0.000%	47
AN17-338_3.fna	Bacillus anthracis	2017-12-18	Tanzania	Tanzania	Connochaetes taurinus	Carcass	A.Br.038	PRJNA514245	SAMN32614581	GCA_029693605.1	Contig	190	45	-6.5247123	35.7878438	99.43	0.86	clinical	NCBI	bacillus_odb12	99.4	97.3	2.1	0.5	0.1	778	11	497913	497913	0.000%	45
